Номер задачи,Время нахождения первого решения,Время нахождения всех решений,Число решений
1,1.1316399574279785,13.376775979995728,5
2,3.1799840927124023,9.534959554672241,5
3,0.24195432662963867,4.8008339405059814,5
4,0.45290136337280273,11.501386642456055,5
5,11.565393209457397,24.90114188194275,5
6,0.12395882606506348,19.692721366882324,5
7,0.27893733978271484,7.083738803863525,5
8,3.4908878803253174,17.636379957199097,5
9,0.2829113006591797,14.333432674407959,5
10,0.2429208755493164,20.425189971923828,5
11,6.2540059089660645,16.429762601852417,5
12,2.6401493549346924,25.759341716766357,5
13,6.39795994758606,16.32779598236084,5
14,1.351564884185791,9.418994903564453,5
15,1.824418544769287,7.918517351150513,5
16,2.8450934886932373,13.457741498947144,5
17,8.420308828353882,12.100112199783325,5
18,3.993732213973999,13.117850303649902,5
19,0.4698503017425537,13.92257285118103,5
20,3.1070027351379395,18.62905526161194,5
21,0.9117090702056885,7.080796241760254,5
22,3.8957526683807373,12.309102058410645,5
23,0.17996835708618164,7.443215370178223,5
24,0.49986767768859863,4.079696416854858,5
25,1.8114562034606934,10.001812934875488,5
26,6.418985605239868,8.91219162940979,5
27,0.37587785720825195,5.572226047515869,5
28,10.309714078903198,24.63514804840088,5
29,0.02301931381225586,24.326465845108032,5
30,0.5138425827026367,9.591912984848022,5
31,2.182337760925293,14.80031442642212,5
32,1.7714333534240723,8.72621774673462,5
33,3.498856544494629,14.996213436126709,5
34,2.1233537197113037,8.924182653427124,5
35,3.6677982807159424,15.740982055664062,5
36,1.5225160121917725,8.40332317352295,5
37,1.333571434020996,12.26508641242981,5
38,0.986685037612915,6.631859302520752,5
39,0.005997180938720703,7.895481586456299,5
40,0.7467873096466064,14.119526386260986,5
41,1.047675371170044,25.175957679748535,5
42,2.6191303730010986,11.418357372283936,5
43,1.7224793434143066,10.90152359008789,5
44,7.662564277648926,17.975246906280518,5
45,0.6598191261291504,7.661588668823242,5
46,1.6054883003234863,28.51691484451294,5
47,2.067366600036621,18.14224410057068,5
48,3.1240041255950928,17.716323852539062,5
49,4.490598201751709,15.479095935821533,5
50,1.330601453781128,14.28444766998291,5
51,0.10596585273742676,6.532944917678833,5
52,0.23892521858215332,11.715235710144043,5
53,0.8797187805175781,8.629249095916748,5
54,2.30525803565979,7.190701007843018,5
55,5.323302984237671,28.32899236679077,5
56,5.948094129562378,17.10054636001587,5
57,1.344571828842163,9.472983360290527,5
58,1.651475191116333,12.392056703567505,5
59,9.23605990409851,14.80328106880188,5
60,2.2112951278686523,26.96140718460083,5
61,1.428518295288086,8.582272291183472,5
62,0.44185590744018555,17.921253442764282,5
63,0.1259596347808838,11.122456073760986,5
64,1.6794960498809814,17.357006549835205,5
65,5.451263427734375,21.49114441871643,5
66,0.2699263095855713,12.78292989730835,5
67,0.6747550964355469,13.912536859512329,5
68,4.201655149459839,11.492362976074219,5
69,0.10696911811828613,6.94275689125061,5
70,0.3888990879058838,6.117074966430664,5
71,6.579901456832886,19.57736849784851,5
72,0.8367021083831787,18.83599042892456,5
73,3.686824083328247,13.063908100128174,5
74,1.482532262802124,12.63997220993042,5
75,1.1426055431365967,6.188374280929565,5
76,4.752514362335205,14.417434453964233,5
77,6.7588489055633545,10.69358491897583,5
78,0.835716962814331,12.194123268127441,5
79,0.623828649520874,9.366042613983154,5
80,2.265270948410034,13.41472315788269,5
81,0.5648291110992432,8.37334132194519,5
82,1.2146377563476562,20.465471982955933,5
83,10.59764289855957,22.35291075706482,5
84,8.00841498374939,17.805291414260864,5
85,4.303628444671631,24.44520926475525,5
86,5.067428350448608,23.161631107330322,5
87,1.3576021194458008,7.719576597213745,5
88,3.0380513668060303,16.727681875228882,5
89,0.002998828887939453,12.159134864807129,5
90,0.12495899200439453,9.995810270309448,5
91,2.511198043823242,15.856916427612305,5
92,0.3218982219696045,21.03026795387268,5
93,2.83109712600708,36.08253264427185,5
94,1.6194686889648438,11.192449808120728,5
95,1.1066181659698486,16.595709323883057,5
96,9.551970720291138,22.65677833557129,5
97,0.7927181720733643,17.355468273162842,5
98,13.398757934570312,25.56485080718994,5
99,0.3218963146209717,6.137042760848999,5
100,0.3528859615325928,5.485250473022461,5
101,0.7427618503570557,11.284401893615723,5
102,4.292630910873413,18.020286083221436,5
103,2.492203950881958,17.725350618362427,5
104,3.575828790664673,17.646361112594604,5
105,0.3898508548736572,9.041118383407593,5
106,2.9148495197296143,17.397377014160156,5
107,8.606287956237793,10.797557830810547,5
108,0.6707882881164551,9.331059217453003,5
109,1.9863920211791992,10.50364637374878,5
